"old.code","new.code","type.org","broad.category","major.group","univ","hosp","two.digit","further.category","division.subdivision","broad.category.description","major.group.description","code.name","division.subdivision.description","keywords","further.category.desciption"
"Q35","RG-IFA-Q35","RG","IFA","Q",FALSE,FALSE,"35","","35","International, Foreign Affairs","International, Foreign Affairs & National Security","International Democracy & Civil Society Development","Organizations whose primary purpose is to carry out programs that support the development of democracy and civil society in countries outside of the United States.  Includes organizations that provide assistance in election planning and administration, election law development, political party development, constitutional development, and voter and civic education, which may include training of government and civic leaders.  Also includes organizations that promote a supportive legal and regulatory environment for civil society and otherwise strengthen civil society actors and organizations as a group.
",""," "
"Q36","RG-IFA-Q36","RG","IFA","Q",FALSE,FALSE,"36","","36","International, Foreign Affairs","International, Foreign Affairs & National Security","International Science & Technology Development","Organizations whose primary purpose is to provide technical assistance, training, and other forms of support to encourage the development of appropriate technologies, science and technology transfer, and technological capability building of countries outside the United States.",""," "
"Q38","RG-IFA-Q38","RG","IFA","Q",FALSE,FALSE,"38","","38","International, Foreign Affairs","International, Foreign Affairs & National Security","International Environment, Population & Sustainability","Organizations whose primary purpose is to protect the environment and create a sustainable world by addressing issues such as cross national concerns and advocacy and research on environmental and population policy.","Environmental and Population Policy, International Environmental Resource Management, International Family Planning, International Sustainable Development, Population Control, Global Warming"," "
"Q39","RG-IFA-Q39","RG","IFA","Q",FALSE,FALSE,"39","","39","International, Foreign Affairs","International, Foreign Affairs & National Security","International Health Development","Organizations whose primary purpose is to provide health assistance and training, loans and loan guarantees, financial and other material support for hospitals, medical services for countries outside the United States.",""," "
"Q40","RG-IFA-Q40","RG","IFA","Q",FALSE,FALSE,"40","","40","International, Foreign Affairs","International, Foreign Affairs & National Security","International Peace & Security","Organizations that promote harmony and understanding among nations either globally or in a particular region of the world and/or engage in activities that promote peaceful ways of managing and settling international conflicts. Use this code for organizations that promote international peace in a general way or which have specific programs devoted to international peace and security other than those specified below.","Antiwar Movements, Diplomacy, International Conflict Mediation, International Conflict Resolution, International Peace, International Security, Peace Movements, Peace Studies"," "
"Q41","RG-IFA-Q41","RG","IFA","Q",FALSE,FALSE,"41","","41","International, Foreign Affairs","International, Foreign Affairs & National Security","Arms Control & Peace","Organizations that promote control of nuclear, biological, chemical and conventional weapons development and proliferation.","Arms Control, Biological Weapons Control, Chemical Weapons Control, Disarmament Issues, Nuclear Arms, Nuclear Freeze, Nuclear War, Nuclear Weapons Non-Proliferation, Nuclear Weapons Reduction, Strategic Arms Reduction, Weapons Control, Weapons Reduction, Weapons Testing"," "
"Q42","RG-IFA-Q42","RG","IFA","Q",FALSE,FALSE,"42","","42","International, Foreign Affairs","International, Foreign Affairs & National Security","United Nations Associations","Organizations whose activities relate specifically to the United Nations.","United Nations"," "
"Q43","RG-IFA-Q43","RG","IFA","Q",FALSE,FALSE,"43","","43","International, Foreign Affairs","International, Foreign Affairs & National Security","National Security","Organizations that conduct studies on major national security topics including the U.S. armed forces, weapons decisions, deployment policies and the security aspects of U.S. foreign relations; monitor legislation on national security issues; advocate for specific defense policies and expenditures; and engage in other activities related to the security of the United States.","National Security"," "
"Q50","RG-IFA-Q50","RG","IFA","Q",FALSE,FALSE,"50","","50","International, Foreign Affairs","International, Foreign Affairs & National Security","International Affairs, Foreign Policy, & Globalization","Organizations that conduct studies on foreign policy, national security, regional affairs and international energy, economic, and trade policies; monitor foreign policy legislation; hold conferences seminars and debates to expand interest in international issues and promote understanding of US foreign policy and international affairs; address problems of globalization; publish journals, newsletters, and other materials addressing foreign policy issues; and engage in other activities relating to foreign policy.","Foreign Affairs, Foreign Relations, Globalization, International Law, International Relations"," "
"Q51","RG-IFA-Q51","RG","IFA","Q",FALSE,FALSE,"51","","51","International, Foreign Affairs","International, Foreign Affairs & National Security","International Economic & Trade Policy","Organizations whose primary purpose is promote world trade and strengthen international trade and investment position of the US, states and localities. Services may include analyses of the competitiveness of specific industries, development of trade policies, negotiating market access for US companies and promoting exports through trade missions, shows, and fairs in major overseas markets.","International Investment, International Markets, Common Market, Emerging Markets, European Market, Exports, Foreign Trade, GATT, Global Markets, Imports, International Business Development, International Development, International Economic Relations, International Trade Programs, International Trade, Microenterprise, NAFTA, Overseas Trade, Trade Agreements, Trade Protection"," "
"Q70","RG-IFA-Q70","RG","IFA","Q",FALSE,FALSE,"70","","70","International, Foreign Affairs","International, Foreign Affairs & National Security","International Human Rights","Organizations that work to protect individuals around the world from denial of civil rights and liberties or other arbitrary governmental interference, harassment, or abuse due to their political or religious beliefs.","International Childrens Rights, International Human Rights Violations, International Prisoners Rights, International Reproductive Rights, International Womens Rights, Legal Rights, Political Prisoners, Political Repression, War Crimes"," "
"Q71","RG-IFA-Q71","RG","IFA","Q",FALSE,FALSE,"71","","71","International, Foreign Affairs","International, Foreign Affairs & National Security","International Migration & Refugee Issues","Organizations that monitor and inform the public about the world refugee situation; review refugee-related legislation; and advocate for specific policies relating to the plight of refugees in other countries. Also included are organizations that raise money to enable refugees to leave their own countries and migrate to foreign countries of their choice; or provide aid to refugees who have left their country of origin and are residing in another country outside the United States.","Asylum Seekers, Displaced Persons, International Migration, International Refugees, Political Asylum, War Victims"," "
"Q99","RG-IFA-Q99","RG","IFA","Q",FALSE,FALSE,"99","","99","International, Foreign Affairs","International, Foreign Affairs & National Security","International, Foreign Affairs & National Security N.E.C.","Use this code for organizations that clearly provide services related to international affairs where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",""," "
"R01","AA-PSB-R00","AA","PSB","R",FALSE,FALSE,"01","","00","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Alliances & Advocacy","Alliance/Advocacy Organizations","Lobbying, Public Awareness"," "
"R0124","AA-PSB-R24","AA","PSB","R",FALSE,FALSE,"01","24","24","Public, Societal Benefit","Civil Rights, Social Action & Advocacy",NA,"Alliance/Advocacy Organizations",NA,"Providing support to organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of women."
"R0128","AA-PSB-R28","AA","PSB","R",FALSE,FALSE,"01","28","28","Public, Societal Benefit","Civil Rights, Social Action & Advocacy",NA,"Alliance/Advocacy Organizations",NA,"Providing support to organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of children and youth."
"R0161","AA-PSB-R61","AA","PSB","R",FALSE,FALSE,"01","61","61","Public, Societal Benefit","Civil Rights, Social Action & Advocacy",NA,"Alliance/Advocacy Organizations",NA,"Providing support to organizations that support the passage and enforcement of laws and other social measures which preserve a womans right to terminate her pregnancy."
"R0162","AA-PSB-R62","AA","PSB","R",FALSE,FALSE,"01","62","62","Public, Societal Benefit","Civil Rights, Social Action & Advocacy",NA,"Alliance/Advocacy Organizations",NA,"Providing support to organizations that support the passage of legislation which assigns legal rights to the unborn and seeks to criminalize the termination of unwanted pregnancies."
"R02","MT-PSB-R00","MT","PSB","R",FALSE,FALSE,"02","","00","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Management & Technical Assistance","Management and Technical Assistance",""," "
"R0226","MT-PSB-R26","MT","PSB","R",FALSE,FALSE,"02","26","26","Public, Societal Benefit","Civil Rights, Social Action & Advocacy",NA,"Management and Technical Assistance",NA,"Providing support to organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of individuals who are gay, lesbian, bisexual, or transgendered."
"R03","PA-PSB-R00","PA","PSB","R",FALSE,FALSE,"03","","00","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Professional Societies & Associations","Professional Societies/Associations",""," "
"R05","RP-PSB-R00","RP","PSB","R",FALSE,FALSE,"05","","00","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Research Institutes & Public Policy Analysis","Research Institutes and/or Public Policy Analysis",""," "
"R11","MS-PSB-R00","MS","PSB","R",FALSE,FALSE,"11","","00","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Single Organization Support","Monetary Support - Single Organization",""," "
"R12","MM-PSB-R00","MM","PSB","R",FALSE,FALSE,"12","","00","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Fund Raising & Fund Distribution","Monetary Support - Multiple Organizations",""," "
"R1226","MM-PSB-R26","MM","PSB","R",FALSE,FALSE,"12","26","26","Public, Societal Benefit","Civil Rights, Social Action & Advocacy",NA,"Monetary Support - Multiple Organizations",NA,"Providing support to organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of individuals who are gay, lesbian, bisexual, or transgendered."
"R19","NS-PSB-R00","NS","PSB","R",FALSE,FALSE,"19","","00","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Support N.E.C.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",""," "
"R1924","NS-PSB-R24","NS","PSB","R",FALSE,FALSE,"19","24","24","Public, Societal Benefit","Civil Rights, Social Action & Advocacy",NA,"Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA,"Providing support to organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of women."
"R20","RG-PSB-R20","RG","PSB","R",FALSE,FALSE,"20","","20","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Rights","Organizations that work for the passage and enforcement of laws or other social measures that will more effectively protect the rights of specific groups. Use this code for organizations that broadly address civil rights and advocacy issues or which focus on populations not specified below.","Discrimination of Specific Groups, Equal Rights, Immigrant Rights, Legal Rights, Refugee Rights"," "
"R21","RG-PSB-R21","RG","PSB","R",FALSE,FALSE,"21","","21","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Immigrants' Rights","Organizations that support the passage and enforcement of laws and other social measures which protect the rights and interests of individuals who have newly arrived in the country or which govern the process by which individuals and families are granted permission to immigrate.",""," "
"R22","RG-PSB-R22","RG","PSB","R",FALSE,FALSE,"22","","22","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Minority Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of one or more specific ethnic groups or individuals who have a common national origin. Use this code for organizations like the NAACP and La Raza.","African American Rights, Asian American Rights, Congress of Racial Equality, CORE, Ethnic Groups Rights, Hispanic Rights, La Raza, Latino Rights, NAACP, Native American Rights, Racial Equality, SCLC, Southern Christian Leadership Conference"," "
"R23","RG-PSB-R23","RG","PSB","R",FALSE,FALSE,"23","","23","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Disabled Persons Rights","Organizations that support the passage and enforcement of laws or other social measures that protect the rights of people who have disabilities and maximize their ability to enjoy the same opportunities, resources and privileges as the mainstream population.","Disability Rights, Handicapped Persons Rights, Handicapped Rights"," "
"R24","RG-PSB-R24","RG","PSB","R",FALSE,FALSE,"24","","24","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Womens Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of women.","Sexual Equality, Womens Economic Empowerment"," "
"R25","RG-PSB-R25","RG","PSB","R",FALSE,FALSE,"25","","25","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Seniors Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights of older adults.","Age Discrimination"," "
"R26","RG-PSB-R26","RG","PSB","R",FALSE,FALSE,"26","","26","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Lesbian & Gay Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of individuals who are gay, lesbian, bisexual, or transgendered.","Gay Rights, Homosexual Rights, Lesbian Rights"," "
"R27","RG-PSB-R27","RG","PSB","R",FALSE,FALSE,"27","","27","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Patients' Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of patients.",""," "
"R28","RG-PSB-R28","RG","PSB","R",FALSE,FALSE,"28","","28","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Children's Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of children and youth.","CASA, Child Advocacy, Court Appointed Special Advocates"," "
"R29","RG-PSB-R29","RG","PSB","R",FALSE,FALSE,"29","","29","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Employee & Workers' Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights of groups of workers and employees.",""," "
"R30","RG-PSB-R30","RG","PSB","R",FALSE,FALSE,"30","","30","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Intergroup & Race Relations","Organizations that work for increased harmony and understanding among diverse groups in the community and to reduce or eliminate tensions and violence based on age, gender, race, color, sexual preference, creed, national origin, income level or stereotypical identification.","Diversity Training, Intergroup Relations, Multicultural Understanding, Race Relations"," "
"R40","RG-PSB-R40","RG","PSB","R",FALSE,FALSE,"40","","40","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Voter Education & Registration","Organizations that encourage citizens to participate in the political process, in a nonpartisan manner, by providing opportunities for political involvement, access to public officials, information that is necessary to make informed decisions at the ballot box or assistance in registering to vote.","Election Regulation, League of Women Voters, Voter Education, Voter Participation, Voter Registration, Voter Turnout"," "
"R60","RG-PSB-R60","RG","PSB","R",FALSE,FALSE,"60","","60","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Liberties","Organizations that protect the rights of people guaranteed by the Constitution and promote the passage of laws or other social measures that extend individual rights or more effectively protect them. Use this code for organizations that advocate for a wide variety of civil liberties or for specific rights that are not specified below.","Academic Freedom, Bill of Rights, Civil Liberties, Constitutional Rights, Criminal Rights, Cyber-Liberties, Death Penalty Advocacy, Death Penalty Issues, Due Process, Freedom of Association, Freedom of Information, Freedom of Religion, Gun Control Advocacy, Legal Rights, Library Censorship, Political Rights, Right of Assembly, Right to Bear Arms, Right to Privacy"," "
"R61","RG-PSB-R61","RG","PSB","R",FALSE,FALSE,"61","","61","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Reproductive Rights","Organizations that support the passage and enforcement of laws and other social measures which preserve a womans right to terminate her pregnancy.","Abortion Rights, Pro-Choice Advocacy, Right to Choose"," "
"R62","RG-PSB-R62","RG","PSB","R",FALSE,FALSE,"62","","62","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Right to Life","Organizations that support the passage of legislation which assigns legal rights to the unborn and seeks to criminalize the termination of unwanted pregnancies.","Anti-Abortion, Fetal Rights, Pro-Life Advocacy"," "
"R63","RG-PSB-R63","RG","PSB","R",FALSE,FALSE,"63","","63","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Censorship, Freedom of Speech & Press","Organizations that support the right of the press to freedom of expression without censorship or other restrictions by government and/or which support the right of the media to maintain confidential sources.","Anti-Censorship Advocacy, Censorship, Cyber-Liberties, Freedom of Speech, Free Speech, Freedom of the Press, Library Censorship"," "
"R65","RG-PSB-R65","RG","PSB","R",FALSE,FALSE,"65","","65","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Freedom of Religion Issues","Organizations that support the passage of legislation and other social measures that protect or extend the rights of individuals to conduct their lives according to the precepts of their faith.",""," "
"R67","RG-PSB-R67","RG","PSB","R",FALSE,FALSE,"67","","67","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Right to Die & Euthanasia","Organizations that support the right of people who may be terminally ill to end their own lives in a planned manner either by active means or by the removal of life-support systems.","Assisted Suicide, Death with Dignity, Do Not Resuscitate Orders, Doctor Assisted Death, Doctor Assisted Suicide, Euthanasia, Hemlock Society, Living Wills, Mercy Killings, Physician Assisted Death, Physician Assisted Suicide, Rationale Suicide, Right to Die"," "
"R99","RG-PSB-R99","RG","PSB","R",FALSE,FALSE,"99","","99","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Rights, Social Action & Advocacy N.E.C.","Use this code for organizations that clearly provide civil rights, social action or advocacy services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",""," "
"S01","AA-PSB-S00","AA","PSB","S",FALSE,FALSE,"01","","00","Public, Societal Benefit","Community Improvement & Capacity Building","Alliances & Advocacy","Alliance/Advocacy Organizations","Lobbying, Public Awareness"," "
"S0120","AA-PSB-S20","AA","PSB","S",FALSE,FALSE,"01","20","20","Public, Societal Benefit","Community Improvement & Capacity Building",NA,"Alliance/Advocacy Organizations",NA,"Providing support to organizations that focus broadly on strengthening, unifying and building the economic, cultural, educational and social services of an urban community or neighborhood. Use this code for community and neighborhood improvement organizations other than those specified below."
"S0121","AA-PSB-S21","AA","PSB","S",FALSE,FALSE,"01","21","21","Public, Societal Benefit","Community Improvement & Capacity Building",NA,"Alliance/Advocacy Organizations",NA,"Providing support to organizations that are designed to increase citizen participation in local policy issues and thereby improve the overall quality of life in a particular state or community."
"S02","MT-PSB-S00","MT","PSB","S",FALSE,FALSE,"02","","00","Public, Societal Benefit","Community Improvement & Capacity Building","Management & Technical Assistance","Management and Technical Assistance",""," "
"S0240","MT-PSB-S40","MT","PSB","S",FALSE,FALSE,"02","40","40","Public, Societal Benefit","Community Improvement & Capacity Building",NA,"Management and Technical Assistance",NA,"Providing support to organizations that provide technical assistance, loans, loan guarantees and other forms of assistance to support the development and growth of a wide variety of business establishments in the community."
"S0241","MT-PSB-S41","MT","PSB","S",FALSE,FALSE,"02","41","41","Public, Societal Benefit","Community Improvement & Capacity Building",NA,"Management and Technical Assistance",NA,"Providing support to organizations like chambers of commerce, business leagues and commercial trade associations whose members are businessmen and women and merchants who have affiliated for the purpose of promoting the general commercial interests of the community or the interests of their own trade. [Many of these are found in section 501(c)(6) business leagues; and 501(c)(6) chambers of commerce.]"
"S03","PA-PSB-S00","PA","PSB","S",FALSE,FALSE,"03","","00","Public, Societal Benefit","Community Improvement & Capacity Building","Professional Societies & Associations","Professional Societies/Associations",""," "
"S0320","PA-PSB-S20","PA","PSB","S",FALSE,FALSE,"03","20","20","Public, Societal Benefit","Community Improvement & Capacity Building",NA,"Professional Societies/Associations",NA,"Providing support to organizations that focus broadly on strengthening, unifying and building the economic, cultural, educational and social services of an urban community or neighborhood. Use this code for community and neighborhood improvement organizations other than those specified below."
"S0321","PA-PSB-S21","PA","PSB","S",FALSE,FALSE,"03","21","21","Public, Societal Benefit","Community Improvement & Capacity Building",NA,"Professional Societies/Associations",NA,"Providing support to organizations that are designed to increase citizen participation in local policy issues and thereby improve the overall quality of life in a particular state or community."
"S0341","PA-PSB-S41","PA","PSB","S",FALSE,FALSE,"03","41","41","Public, Societal Benefit","Community Improvement & Capacity Building",NA,"Professional Societies/Associations",NA,"Providing support to organizations like chambers of commerce, business leagues and commercial trade associations whose members are businessmen and women and merchants who have affiliated for the purpose of promoting the general commercial interests of the community or the interests of their own trade. [Many of these are found in section 501(c)(6) business leagues; and 501(c)(6) chambers of commerce.]"
"S05","RP-PSB-S00","RP","PSB","S",FALSE,FALSE,"05","","00","Public, Societal Benefit","Community Improvement & Capacity Building","Research Institutes & Public Policy Analysis","Research Institutes and/or Public Policy Analysis","Community Health and Welfare Planning"," "
"S11","MS-PSB-S00","MS","PSB","S",FALSE,FALSE,"11","","00","Public, Societal Benefit","Community Improvement & Capacity Building","Single Organization Support","Monetary Support - Single Organization",""," "
"S1120","MS-PSB-S20","MS","PSB","S",FALSE,FALSE,"11","20","20","Public, Societal Benefit","Community Improvement & Capacity Building",NA,"Monetary Support - Single Organization",NA,"Providing support to organizations that focus broadly on strengthening, unifying and building the economic, cultural, educational and social services of an urban community or neighborhood. Use this code for community and neighborhood improvement organizations other than those specified below."
"S1130","MS-PSB-S30","MS","PSB","S",FALSE,FALSE,"11","30","30","Public, Societal Benefit","Community Improvement & Capacity Building",NA,"Monetary Support - Single Organization",NA,"Providing support to organizations whose primary purpose is to stimulate the economy, expand employment opportunities, encourage the establishment and growth of commerce and industry and otherwise enhance the economic development of the community."
"S12","MM-PSB-S00","MM","PSB","S",FALSE,FALSE,"12","","00","Public, Societal Benefit","Community Improvement & Capacity Building","Fund Raising & Fund Distribution","Monetary Support - Multiple Organizations",""," "
"S1220","MM-PSB-S20","MM","PSB","S",FALSE,FALSE,"12","20","20","Public, Societal Benefit","Community Improvement & Capacity Building",NA,"Monetary Support - Multiple Organizations",NA,"Providing support to organizations that focus broadly on strengthening, unifying and building the economic, cultural, educational and social services of an urban community or neighborhood. Use this code for community and neighborhood improvement organizations other than those specified below."
"S1221","MM-PSB-S21","MM","PSB","S",FALSE,FALSE,"12","21","21","Public, Societal Benefit","Community Improvement & Capacity Building",NA,"Monetary Support - Multiple Organizations",NA,"Providing support to organizations that are designed to increase citizen participation in local policy issues and thereby improve the overall quality of life in a particular state or community."
"S1222","MM-PSB-S22","MM","PSB","S",FALSE,FALSE,"12","22","22","Public, Societal Benefit","Community Improvement & Capacity Building",NA,"Monetary Support - Multiple Organizations",NA,"Providing support to organizations whose members are residents of a particular community or neighborhood who have joined together to remedy deficiencies in existing neighborhood conditions or to enhance conditions that are currently satisfactory."
"S1240","MM-PSB-S40","MM","PSB","S",FALSE,FALSE,"12","40","40","Public, Societal Benefit","Community Improvement & Capacity Building",NA,"Monetary Support - Multiple Organizations",NA,"Providing support to organizations that provide technical assistance, loans, loan guarantees and other forms of assistance to support the development and growth of a wide variety of business establishments in the community."
"S19","NS-PSB-S00","NS","PSB","S",FALSE,FALSE,"19","","00","Public, Societal Benefit","Community Improvement & Capacity Building","Support N.E.C.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",""," "
"S20","RG-PSB-S20","RG","PSB","S",FALSE,FALSE,"20","","20","Public, Societal Benefit","Community Improvement & Capacity Building","Community & Neighborhood Development","Organizations that focus broadly on strengthening, unifying and building the economic, cultural, educational and social services of an urban community or neighborhood. Use this code for community and neighborhood improvement organizations other than those specified below.","Business Districts Revitalization, Central Business Districts Revitalization, Central Business Districts, CDCs, Civic Centers, Community Action Agencies, Community Building, Community Capacity Building, Community Development, Community Development Block Grants, Community Development Corporations, Community Improvement, Community Renewal, Community Revitalization, Downtown Revitalization, Healthy Communities, Main Street Programs, Public, Private Initiatives, Riverfront Development, Slum Clearance, Urban Development, Urban Redevelopment, Urban Renewal, Urban Revitalization, Waterfront Development"," "
"S21","RG-PSB-S21","RG","PSB","S",FALSE,FALSE,"21","","21","Public, Societal Benefit","Community Improvement & Capacity Building","Community Coalitions","Organizations that are designed to increase citizen participation in local policy issues and thereby improve the overall quality of life in a particular state or community.","Citizen Interest Groups, Citizens Leagues, Collective Action, Community Action, Grassroots"," "
"S22","RG-PSB-S22","RG","PSB","S",FALSE,FALSE,"22","","22","Public, Societal Benefit","Community Improvement & Capacity Building","Neighborhood & Block Associations","Organizations whose members are residents of a particular community or neighborhood who have joined together to remedy deficiencies in existing neighborhood conditions or to enhance conditions that are currently satisfactory.","Block Associations, Community Improvement Associations, Neighborhood Associations, Neighborhood Development, Neighborhood Improvement, Neighborhood Redevelopment, Neighborhood Revitalization, Residential Neighborhood Redevelopment"," "
"S30","RG-PSB-S30","RG","PSB","S",FALSE,FALSE,"30","","30","Public, Societal Benefit","Community Improvement & Capacity Building","Economic Development","Organizations whose primary purpose is to stimulate the economy, expand employment opportunities, encourage the establishment and growth of commerce and industry and otherwise enhance the economic development of the community.","Business Attraction, Business Expansion, Business Growth, Business Loans, Business Recruitment, Business Retention, City Planning, Community Economic Development, Convention Bureaus, Economic Growth, Economic Transformation, Empowerment Zones, Enterprise Zones, Industrial Park Development, Media Production Liaison, Neighborhood Economic Development, Regional Economic Development, Socioeconomic Development, Technology Transfer, Tourism Development, Transfer of Technology, Urban Planning, Visitors Bureaus, Visitors Centers"," "
"S31","RG-PSB-S31","RG","PSB","S",FALSE,FALSE,"31","","31","Public, Societal Benefit","Community Improvement & Capacity Building","Urban & Community Economic Development","Organizations that provide technical assistance, loans, loan guarantees or other forms of management support to help impoverished urban communities create local jobs, sustain local services and build healthier local economies.","Brownfields Redevelopment, Brownfields Remediation, LISC, Local Initiatives Support Corporation, Urban Development, Urban Economic Development, Urban Empowerment Zones, Urban Enterprise Communities, Urban Enterprise Zones"," "
"S32","RG-PSB-S32","RG","PSB","S",FALSE,FALSE,"32","","32","Public, Societal Benefit","Community Improvement & Capacity Building","Rural Economic Development","Organizations that provide technical assistance, venture capital, loans, loan guarantees or other forms of management support to encourage the establishment and growth of business and industry in rural areas.","Rural Economic Development, Rural Empowerment Zones, Rural Enterprise Communities, Rural Industries, Sustainable Rural Community Development"," "
"S40","RG-PSB-S40","RG","PSB","S",FALSE,FALSE,"40","","40","Public, Societal Benefit","Community Improvement & Capacity Building","Business & Industry","Organizations that provide technical assistance, loans, loan guarantees and other forms of assistance to support the development and growth of a wide variety of business establishments in the community.","Better Business Bureaus"," "
"S41","RG-PSB-S41","RG","PSB","S",FALSE,FALSE,"41","","41","Public, Societal Benefit","Community Improvement & Capacity Building","Chambers of Commerce & Business Leagues","Organizations like chambers of commerce, business leagues and commercial trade associations whose members are businessmen and women and merchants who have affiliated for the purpose of promoting the general commercial interests of the community or the interests of their own trade. [Many of these are found in section 501(c)(6) business leagues; and 501(c)(6) chambers of commerce.]","Accounting Professional Associations, Accounting Professional Societies, Advertising Associations, Business Leagues, Business Promotion, Chamber of Commerce, Chambers of Commerce, Commercial Trade Associations, Industry-Specific Promotion, Industry Trade Shows, Local Business Associations, Trade Associations, Trade Groups, United States Junior Chamber"," "
"S43","RG-PSB-S43","RG","PSB","S",FALSE,FALSE,"43","","43","Public, Societal Benefit","Community Improvement & Capacity Building","Small Business Development","Organizations that provide technical assistance, venture capital, loans, loan guarantees or other forms of support for individuals or groups who want to establish or expand the operation of a small business enterprise or venture.","Accounting Services for Commercial Enterprises, Business Assistance, Business Incubators, Disadvantaged Business Development, Entrepreneurial Training, Executive Service Corps, Government Contract Procurement Assistance, Management Services for Minority Businesses, Management Services for Small Businesses, Management Services for Women Owned Businesses, Minority Business Development, Minority Business Loans, Minority Owned Business Development, Minority Owned Business Loan Guarantees, Minority Vendor Certification, Small Business Counseling, Small Business Development, Small Business Loan Guarantees, Small Business Loans, Venture Capital, Women Owned Business Development, Women Owned Business Loan Guarantees, Women Owned Business Loans"," "
"S46","RG-PSB-S46","RG","PSB","S",FALSE,FALSE,"46","","46","Public, Societal Benefit","Community Improvement & Capacity Building","Boards of Trade","501(c)(6) organizations that are involved in regulating, promoting or conducting commodities and commercial investment exchanges.",""," "
"S47","RG-PSB-S47","RG","PSB","S",FALSE,FALSE,"47","","47","Public, Societal Benefit","Community Improvement & Capacity Building","Real Estate Associations","Organizations whose members are in the real estate business who have affiliated for the purpose of promoting the interests of their trade.","Real Estate Appraisers Societies, Real Estate Boards, Title-Holding Corporations"," "
"S50","RG-PSB-S50","RG","PSB","S",FALSE,FALSE,"50","","50","Public, Societal Benefit","Community Improvement & Capacity Building","Nonprofit Management","Organizations that provide technical assistance for nonprofit organizations who need management support in areas like board development; facility administration; fiscal administration; grant writing; personnel administration; program planning, development or evaluation; service delivery; volunteer utilization; or public relations. Use this code for Nonprofit Management Support Centers.","Consulting Services for Nonprofits, Council on Foundations, Nonprofit Management Assistance, Nonprofit Management Support, Nonprofit Management Support Centers, Nonprofit Marketing, Nonprofit Development, Nonprofit Training, Nonprofit Technical Assistance"," "
"S80","RG-PSB-S80","RG","PSB","S",FALSE,FALSE,"80","","80","Public, Societal Benefit","Community Improvement & Capacity Building","Community Service Clubs","Organizations whose members are business and professional men and/or women or other individuals who have a common interest in improving the life of the community, which conduct fund-raising events to finance community service projects.  Many service clubs are chapters of national or international organizations.","Elks Clubs, Kiwanis, Jaycees, Lions Clubs, National Exchange Clubs, Rotary Clubs, Ruritan Clubs, Zonta International"," "
"S81","RG-PSB-S81","RG","PSB","S",FALSE,FALSE,"81","","81","Public, Societal Benefit","Community Improvement & Capacity Building","Womens Service Clubs","Organizations whose members are women who have a common interest in improving the life of the community, which conduct fund-raising events to finance community service projects.","Altrusa International, Assistance League, Business Womens Clubs, Junior League, National Charity League, Pilot Clubs, Professional Womens Clubs, Rebekah Lodges, Womens Clubs"," "
